MSU00885,-9.94,-0.19,09.11.2020_15_14_47,3: Only Vacuumed,0: No Error,Made with Portvino endplugs,Colin
MSU00889,-10.00,-0.25,09.11.2020_15_27_17,3: Only Vacuumed,0: No Error,Made with Portvino endplugs,Colin
MSU00886,-9.96,1.02,09.11.2020_15_40_18,3: Only Vacuumed,2: Swaged Improperly,Large gap at right endplug due to misalignment of the caddy we attached the tube to,Colin
MSU00887,-9.96,-0.22,09.11.2020_15_51_32,3: Only Vacuumed,0: No Error,Used the Portvino tubes.,Dravin
MSU00888,299792458,-0.41,09.11.2020_16_00_30,3: Only Vacuumed,0: No Error,Used the Portvino endplugs. Also: this is the second tube without a raw length. While I was certain that I pressed the button: it was not recorded: so a placeholder value was used.,Dravin
MSU00890,-9.97,-0.21,09.11.2020_16_08_37,3: Only Vacuumed,0: No Error,Used the Portvino endplugs.,Dravin
MSU00891,-9.90,-0.29,09.11.2020_16_16_18,3: Only Vacuumed,0: No Error,Used the Portvino endplugs.,Dravin
MSU00892,-9.90,-0.20,09.11.2020_16_22_30,3: Only Vacuumed,0: No Error,Used the Portvino endplugs.,Dravin
MSU00893,-9.90,-0.23,09.11.2020_16_30_13,3: Only Vacuumed,0: No Error,There is some flex in the aluminum tube. Used the Portvino endplugs.,Dravin
MSU00894,-9.97,-0.22,09.11.2020_16_53_23,3: Only Vacuumed,0: No Error,Used the Portvino endplugs.,Dravin
MSU00895,-9.93,-0.27,09.11.2020_17_00_00,3: Only Vacuumed,0: No Error,Used the Portvino endplugs.,Dravin
MSU00896,-9.93,-0.26,09.11.2020_17_05_20,3: Only Vacuumed,0: No Error,Used the Portvino endplugs.,Dravin
MSU00897,-9.97,-0.23,09.11.2020_17_12_52,3: Only Vacuumed,0: No Error,Used the Munich endplugs.,Dravin
MSU00898,-9.93,-0.34,09.11.2020_17_26_13,3: Only Vacuumed,0: No Error,Made with Munich endplugs,Colin
MSU00899,-9.97,-0.31,09.11.2020_17_35_54,3: Only Vacuumed,0: No Error,Made with Munich endplugs,Colin
MSU00900,-9.90,-0.33,09.11.2020_17_43_39,3: Only Vacuumed,0: No Error,There appears to be some flex in the aluminum tube. Used the Munich endplugs.,Dravin
